background_cell_count,background_energy_increase_db,false_alarm_count,hit_count,input_type,mask_name,measured_pfa,mse_db_to_clean,mse_power_to_clean,noise_floor_change_db,pd,protocol,sir_name,source_sequence,source_stage,split_definition,target_count,target_peak_abs_bias_db_mean,target_peak_bias_db_mean,target_pfa,target_sir_db,test_frame_count,threshold_source
11481,8.99979360664296,116,48,interfered,narrow,0.01010364950788259,31.359072439790605,46389343920779.0,1.7672002482252438,0.17777777777777778,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.16897835813119613,0.16766675832283773,0.01,-10.0,120,input_specific_validation_background
3577,8.99979360664296,39,13,interfered,narrow,0.01090299133351971,31.359072439790605,46389343920779.0,1.7672002482252438,0.1111111111111111,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.16897835813119613,0.16766675832283773,0.01,-10.0,40,input_specific_validation_background
11481,8.99979360664296,15,0,interfered,narrow,0.0013065064018813691,31.359072439790605,46389343920779.0,1.7672002482252438,0.0,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.16897835813119613,0.16766675832283773,0.001,-10.0,120,input_specific_validation_background
3577,8.99979360664296,4,0,interfered,narrow,0.0011182555213866368,31.359072439790605,46389343920779.0,1.7672002482252438,0.0,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.16897835813119613,0.16766675832283773,0.001,-10.0,40,input_specific_validation_background
10839,8.95481325327356,111,57,interfered,default,0.010240797121505675,31.359072439790605,46389343920779.0,1.8100344415350662,0.2111111111111111,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.17624276030795807,0.17465402119000542,0.01,-10.0,120,input_specific_validation_background
3326,8.95481325327356,39,10,interfered,default,0.011725796752856284,31.359072439790605,46389343920779.0,1.8100344415350662,0.08547008547008547,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.17624276030795807,0.17465402119000542,0.01,-10.0,40,input_specific_validation_background
10839,8.95481325327356,10,0,interfered,default,0.0009225943352707814,31.359072439790605,46389343920779.0,1.8100344415350662,0.0,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.17624276030795807,0.17465402119000542,0.001,-10.0,120,input_specific_validation_background
3326,8.95481325327356,4,0,interfered,default,0.0012026458208057728,31.359072439790605,46389343920779.0,1.8100344415350662,0.0,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.17624276030795807,0.17465402119000542,0.001,-10.0,40,input_specific_validation_background
10839,8.95481325327356,111,57,interfered,default,0.010240797121505675,31.359072439790605,46389343920779.0,1.8100344415350662,0.2111111111111111,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.17624276030795807,0.17465402119000542,0.01,-10.0,120,input_specific_validation_background
3326,8.95481325327356,39,10,interfered,default,0.011725796752856284,31.359072439790605,46389343920779.0,1.8100344415350662,0.08547008547008547,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.17624276030795807,0.17465402119000542,0.01,-10.0,40,input_specific_validation_background
10839,8.95481325327356,10,0,interfered,default,0.0009225943352707814,31.359072439790605,46389343920779.0,1.8100344415350662,0.0,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.17624276030795807,0.17465402119000542,0.001,-10.0,120,input_specific_validation_background
3326,8.95481325327356,4,0,interfered,default,0.0012026458208057728,31.359072439790605,46389343920779.0,1.8100344415350662,0.0,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.17624276030795807,0.17465402119000542,0.001,-10.0,40,input_specific_validation_background
11481,0.5472573011450115,116,138,mse_output,narrow,0.01010364950788259,1.3579996531153278,814190170113.2738,0.7972409415975505,0.5111111111111111,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.26437449069414837,-0.20033566967306513,0.01,-10.0,120,input_specific_validation_background
3577,0.5472573011450115,43,62,mse_output,narrow,0.012021246854906346,1.3579996531153278,814190170113.2738,0.7972409415975505,0.5299145299145299,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.26437449069414837,-0.20033566967306513,0.01,-10.0,40,input_specific_validation_background
11481,0.5472573011450115,19,105,mse_output,narrow,0.0016549081090497344,1.3579996531153278,814190170113.2738,0.7972409415975505,0.3888888888888889,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.26437449069414837,-0.20033566967306513,0.001,-10.0,120,input_specific_validation_background
3577,0.5472573011450115,10,47,mse_output,narrow,0.0027956388034665923,1.3579996531153278,814190170113.2738,0.7972409415975505,0.4017094017094017,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.26437449069414837,-0.20033566967306513,0.001,-10.0,40,input_specific_validation_background
11481,0.5472573011450115,116,138,mse_output,narrow,0.01010364950788259,1.3579996531153278,814190170113.2738,0.7972409415975505,0.5111111111111111,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.26437449069414837,-0.20033566967306513,0.01,-10.0,120,input_specific_validation_background
3577,0.5472573011450115,43,62,mse_output,narrow,0.012021246854906346,1.3579996531153278,814190170113.2738,0.7972409415975505,0.5299145299145299,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.26437449069414837,-0.20033566967306513,0.01,-10.0,40,input_specific_validation_background
11481,0.5472573011450115,19,105,mse_output,narrow,0.0016549081090497344,1.3579996531153278,814190170113.2738,0.7972409415975505,0.3888888888888889,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.26437449069414837,-0.20033566967306513,0.001,-10.0,120,input_specific_validation_background
3577,0.5472573011450115,10,47,mse_output,narrow,0.0027956388034665923,1.3579996531153278,814190170113.2738,0.7972409415975505,0.4017094017094017,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.26437449069414837,-0.20033566967306513,0.001,-10.0,40,input_specific_validation_background
10839,0.549518946646823,113,171,mse_output,default,0.01042531598855983,1.3579996531153278,814190170113.2738,0.8086643707443173,0.6333333333333333,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.27649752734987537,-0.21563727206951216,0.01,-10.0,120,input_specific_validation_background
3326,0.549518946646823,39,67,mse_output,default,0.011725796752856284,1.3579996531153278,814190170113.2738,0.8086643707443173,0.5726495726495726,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.27649752734987537,-0.21563727206951216,0.01,-10.0,40,input_specific_validation_background
10839,0.549518946646823,18,136,mse_output,default,0.0016606698034874066,1.3579996531153278,814190170113.2738,0.8086643707443173,0.5037037037037037,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.27649752734987537,-0.21563727206951216,0.001,-10.0,120,input_specific_validation_background
3326,0.549518946646823,10,50,mse_output,default,0.003006614552014432,1.3579996531153278,814190170113.2738,0.8086643707443173,0.42735042735042733,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.27649752734987537,-0.21563727206951216,0.001,-10.0,40,input_specific_validation_background
10839,0.549518946646823,113,171,mse_output,default,0.01042531598855983,1.3579996531153278,814190170113.2738,0.8086643707443173,0.6333333333333333,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.27649752734987537,-0.21563727206951216,0.01,-10.0,120,input_specific_validation_background
3326,0.549518946646823,39,67,mse_output,default,0.011725796752856284,1.3579996531153278,814190170113.2738,0.8086643707443173,0.5726495726495726,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.27649752734987537,-0.21563727206951216,0.01,-10.0,40,input_specific_validation_background
10839,0.549518946646823,18,136,mse_output,default,0.0016606698034874066,1.3579996531153278,814190170113.2738,0.8086643707443173,0.5037037037037037,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.27649752734987537,-0.21563727206951216,0.001,-10.0,120,input_specific_validation_background
3326,0.549518946646823,10,50,mse_output,default,0.003006614552014432,1.3579996531153278,814190170113.2738,0.8086643707443173,0.42735042735042733,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.27649752734987537,-0.21563727206951216,0.001,-10.0,40,input_specific_validation_background
11481,0.7625256131947383,117,141,bce_rec_anchor_output,narrow,0.01019074993467468,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.5222222222222223,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.3040676765956476,-0.25318810655020973,0.01,-10.0,120,input_specific_validation_background
3577,0.7625256131947383,42,60,bce_rec_anchor_output,narrow,0.011741682974559686,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.5128205128205128,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.3040676765956476,-0.25318810655020973,0.01,-10.0,40,input_specific_validation_background
11481,0.7625256131947383,13,106,bce_rec_anchor_output,narrow,0.0011323055482971866,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.3925925925925926,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.3040676765956476,-0.25318810655020973,0.001,-10.0,120,input_specific_validation_background
3577,0.7625256131947383,9,46,bce_rec_anchor_output,narrow,0.002516074923119933,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.39316239316239315,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.3040676765956476,-0.25318810655020973,0.001,-10.0,40,input_specific_validation_background
11481,0.7625256131947383,117,141,bce_rec_anchor_output,narrow,0.01019074993467468,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.5222222222222223,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.3040676765956476,-0.25318810655020973,0.01,-10.0,120,input_specific_validation_background
3577,0.7625256131947383,42,60,bce_rec_anchor_output,narrow,0.011741682974559686,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.5128205128205128,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.3040676765956476,-0.25318810655020973,0.01,-10.0,40,input_specific_validation_background
11481,0.7625256131947383,13,106,bce_rec_anchor_output,narrow,0.0011323055482971866,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.3925925925925926,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.3040676765956476,-0.25318810655020973,0.001,-10.0,120,input_specific_validation_background
3577,0.7625256131947383,9,46,bce_rec_anchor_output,narrow,0.002516074923119933,1.6821018422924492,1600617661080.6626,0.8718018381717698,0.39316239316239315,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.3040676765956476,-0.25318810655020973,0.001,-10.0,40,input_specific_validation_background
10839,0.7675893520441973,111,176,bce_rec_anchor_output,default,0.010240797121505675,1.6821018422924492,1600617661080.6626,0.894177622812343,0.6518518518518519,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.3357895142781583,-0.28660399282352095,0.01,-10.0,120,input_specific_validation_background
3326,0.7675893520441973,38,64,bce_rec_anchor_output,default,0.011425135297654841,1.6821018422924492,1600617661080.6626,0.894177622812343,0.5470085470085471,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.3357895142781583,-0.28660399282352095,0.01,-10.0,40,input_specific_validation_background
10839,0.7675893520441973,13,139,bce_rec_anchor_output,default,0.0011993726358520158,1.6821018422924492,1600617661080.6626,0.894177622812343,0.5148148148148148,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.3357895142781583,-0.28660399282352095,0.001,-10.0,120,input_specific_validation_background
3326,0.7675893520441973,9,49,bce_rec_anchor_output,default,0.0027059530968129887,1.6821018422924492,1600617661080.6626,0.894177622812343,0.4188034188034188,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.3357895142781583,-0.28660399282352095,0.001,-10.0,40,input_specific_validation_background
10839,0.7675893520441973,111,176,bce_rec_anchor_output,default,0.010240797121505675,1.6821018422924492,1600617661080.6626,0.894177622812343,0.6518518518518519,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.3357895142781583,-0.28660399282352095,0.01,-10.0,120,input_specific_validation_background
3326,0.7675893520441973,38,64,bce_rec_anchor_output,default,0.011425135297654841,1.6821018422924492,1600617661080.6626,0.894177622812343,0.5470085470085471,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.3357895142781583,-0.28660399282352095,0.01,-10.0,40,input_specific_validation_background
10839,0.7675893520441973,13,139,bce_rec_anchor_output,default,0.0011993726358520158,1.6821018422924492,1600617661080.6626,0.894177622812343,0.5148148148148148,D2A_fixed_pfa,severe,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.3357895142781583,-0.28660399282352095,0.001,-10.0,120,input_specific_validation_background
3326,0.7675893520441973,9,49,bce_rec_anchor_output,default,0.0027059530968129887,1.6821018422924492,1600617661080.6626,0.894177622812343,0.4188034188034188,D2A_fixed_pfa,severe,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.3357895142781583,-0.28660399282352095,0.001,-10.0,40,input_specific_validation_background
11481,-0.044398957931195554,121,129,balanced_mild_model_clean,narrow,0.010539151641843046,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.4777777777777778,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.06060239976669781,0.006661449820332879,0.01,,120,input_specific_validation_background
3577,-0.044398957931195554,40,55,balanced_mild_model_clean,narrow,0.01118255521386637,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.06060239976669781,0.006661449820332879,0.01,,40,input_specific_validation_background
11481,-0.044398957931195554,13,103,balanced_mild_model_clean,narrow,0.0011323055482971866,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.06060239976669781,0.006661449820332879,0.001,,120,input_specific_validation_background
3577,-0.044398957931195554,7,47,balanced_mild_model_clean,narrow,0.0019569471624266144,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.4017094017094017,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.06060239976669781,0.006661449820332879,0.001,,40,input_specific_validation_background
11481,-0.044398957931195554,121,129,balanced_mild_model_clean,narrow,0.010539151641843046,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.4777777777777778,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.06060239976669781,0.006661449820332879,0.01,,120,input_specific_validation_background
3577,-0.044398957931195554,40,55,balanced_mild_model_clean,narrow,0.01118255521386637,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.4700854700854701,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.06060239976669781,0.006661449820332879,0.01,,40,input_specific_validation_background
11481,-0.044398957931195554,13,103,balanced_mild_model_clean,narrow,0.0011323055482971866,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.06060239976669781,0.006661449820332879,0.001,,120,input_specific_validation_background
3577,-0.044398957931195554,7,47,balanced_mild_model_clean,narrow,0.0019569471624266144,0.04496563823807927,1587008660.5105777,-0.016112480420467534,0.4017094017094017,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.06060239976669781,0.006661449820332879,0.001,,40,input_specific_validation_background
10839,-0.044751302165224965,117,164,balanced_mild_model_clean,default,0.010794353722668144,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.6074074074074074,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.065643709862658,0.0018016373732039268,0.01,,120,input_specific_validation_background
3326,-0.044751302165224965,37,60,balanced_mild_model_clean,default,0.011124473842453398,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.5128205128205128,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.065643709862658,0.0018016373732039268,0.01,,40,input_specific_validation_background
10839,-0.044751302165224965,13,134,balanced_mild_model_clean,default,0.0011993726358520158,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.065643709862658,0.0018016373732039268,0.001,,120,input_specific_validation_background
3326,-0.044751302165224965,7,50,balanced_mild_model_clean,default,0.0021046301864101023,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.42735042735042733,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.065643709862658,0.0018016373732039268,0.001,,40,input_specific_validation_background
10839,-0.044751302165224965,117,164,balanced_mild_model_clean,default,0.010794353722668144,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.6074074074074074,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.065643709862658,0.0018016373732039268,0.01,,120,input_specific_validation_background
3326,-0.044751302165224965,37,60,balanced_mild_model_clean,default,0.011124473842453398,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.5128205128205128,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.065643709862658,0.0018016373732039268,0.01,,40,input_specific_validation_background
10839,-0.044751302165224965,13,134,balanced_mild_model_clean,default,0.0011993726358520158,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.065643709862658,0.0018016373732039268,0.001,,120,input_specific_validation_background
3326,-0.044751302165224965,7,50,balanced_mild_model_clean,default,0.0021046301864101023,0.04496563823807927,1587008660.5105777,-0.014369330865868335,0.42735042735042733,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.065643709862658,0.0018016373732039268,0.001,,40,input_specific_validation_background
11481,-0.06152387239315717,124,129,focal_g1_a0p25_model_clean,narrow,0.010800452922219319,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.4777777777777778,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.04519960785757576,0.011385694345361245,0.01,,120,input_specific_validation_background
3577,-0.06152387239315717,41,53,focal_g1_a0p25_model_clean,narrow,0.011462119094213028,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.452991452991453,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.04519960785757576,0.011385694345361245,0.01,,40,input_specific_validation_background
11481,-0.06152387239315717,12,103,focal_g1_a0p25_model_clean,narrow,0.0010452051215050953,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.04519960785757576,0.011385694345361245,0.001,,120,input_specific_validation_background
3577,-0.06152387239315717,7,46,focal_g1_a0p25_model_clean,narrow,0.0019569471624266144,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.39316239316239315,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.04519960785757576,0.011385694345361245,0.001,,40,input_specific_validation_background
11481,-0.06152387239315717,124,129,focal_g1_a0p25_model_clean,narrow,0.010800452922219319,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.4777777777777778,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.04519960785757576,0.011385694345361245,0.01,,120,input_specific_validation_background
3577,-0.06152387239315717,41,53,focal_g1_a0p25_model_clean,narrow,0.011462119094213028,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.452991452991453,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.04519960785757576,0.011385694345361245,0.01,,40,input_specific_validation_background
11481,-0.06152387239315717,12,103,focal_g1_a0p25_model_clean,narrow,0.0010452051215050953,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.3814814814814815,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.04519960785757576,0.011385694345361245,0.001,,120,input_specific_validation_background
3577,-0.06152387239315717,7,46,focal_g1_a0p25_model_clean,narrow,0.0019569471624266144,0.05635040509201576,1550369897.5920346,-0.0029180114320794814,0.39316239316239315,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.04519960785757576,0.011385694345361245,0.001,,40,input_specific_validation_background
10839,-0.06179468954009824,116,162,focal_g1_a0p25_model_clean,default,0.010702094289141064,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.6,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.0490761801709623,0.007022547773124489,0.01,,120,input_specific_validation_background
3326,-0.06179468954009824,34,57,focal_g1_a0p25_model_clean,default,0.010222489476849068,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.48717948717948717,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.0490761801709623,0.007022547773124489,0.01,,40,input_specific_validation_background
10839,-0.06179468954009824,12,134,focal_g1_a0p25_model_clean,default,0.0011071132023249377,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.0490761801709623,0.007022547773124489,0.001,,120,input_specific_validation_background
3326,-0.06179468954009824,7,49,focal_g1_a0p25_model_clean,default,0.0021046301864101023,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.4188034188034188,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.0490761801709623,0.007022547773124489,0.001,,40,input_specific_validation_background
10839,-0.06179468954009824,116,162,focal_g1_a0p25_model_clean,default,0.010702094289141064,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.6,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.0490761801709623,0.007022547773124489,0.01,,120,input_specific_validation_background
3326,-0.06179468954009824,34,57,focal_g1_a0p25_model_clean,default,0.010222489476849068,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.48717948717948717,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.0490761801709623,0.007022547773124489,0.01,,40,input_specific_validation_background
10839,-0.06179468954009824,12,134,focal_g1_a0p25_model_clean,default,0.0011071132023249377,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.4962962962962963,D2A_fixed_pfa,,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.0490761801709623,0.007022547773124489,0.001,,120,input_specific_validation_background
3326,-0.06179468954009824,7,49,focal_g1_a0p25_model_clean,default,0.0021046301864101023,0.05635040509201576,1550369897.5920346,0.0009107078239125599,0.4188034188034188,D2A_fixed_pfa,,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.0490761801709623,0.007022547773124489,0.001,,40,input_specific_validation_background
11481,-0.01612901995386956,120,130,balanced_mild_output,narrow,0.010452051215050953,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.48148148148148145,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.07015684761993422,0.008741745375718382,0.01,10.0,120,input_specific_validation_background
3577,-0.01612901995386956,40,55,balanced_mild_output,narrow,0.01118255521386637,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.07015684761993422,0.008741745375718382,0.01,10.0,40,input_specific_validation_background
11481,-0.01612901995386956,13,104,balanced_mild_output,narrow,0.0011323055482971866,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.3851851851851852,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.07015684761993422,0.008741745375718382,0.001,10.0,120,input_specific_validation_background
3577,-0.01612901995386956,7,47,balanced_mild_output,narrow,0.0019569471624266144,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.4017094017094017,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.07015684761993422,0.008741745375718382,0.001,10.0,40,input_specific_validation_background
11481,-0.01612901995386956,120,130,balanced_mild_output,narrow,0.010452051215050953,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.48148148148148145,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.07015684761993422,0.008741745375718382,0.01,10.0,120,input_specific_validation_background
3577,-0.01612901995386956,40,55,balanced_mild_output,narrow,0.01118255521386637,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.4700854700854701,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.07015684761993422,0.008741745375718382,0.01,10.0,40,input_specific_validation_background
11481,-0.01612901995386956,13,104,balanced_mild_output,narrow,0.0011323055482971866,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.3851851851851852,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,cfar_margin,270,0.07015684761993422,0.008741745375718382,0.001,10.0,120,input_specific_validation_background
3577,-0.01612901995386956,7,47,balanced_mild_output,narrow,0.0019569471624266144,0.07288428935003848,5244291413.723379,-0.023857653293894998,0.4017094017094017,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,cfar_margin,117,0.07015684761993422,0.008741745375718382,0.001,10.0,40,input_specific_validation_background
10839,-0.01500020409129428,117,165,balanced_mild_output,default,0.010794353722668144,0.07288428935003848,5244291413.723379,-0.02320815976106161,0.6111111111111112,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.07487864112143872,0.0014367362376699287,0.01,10.0,120,input_specific_validation_background
3326,-0.01500020409129428,37,60,balanced_mild_output,default,0.011124473842453398,0.07288428935003848,5244291413.723379,-0.02320815976106161,0.5128205128205128,D2A_fixed_pfa,light,2019_04_30_mlms001,D3/D4-anchor,clean_peak_percentile,117,0.07487864112143872,0.0014367362376699287,0.01,10.0,40,input_specific_validation_background
10839,-0.01500020409129428,13,135,balanced_mild_output,default,0.0011993726358520158,0.07288428935003848,5244291413.723379,-0.02320815976106161,0.5,D2A_fixed_pfa,light,2019_04_30_mlms000,D3/D4-anchor,clean_peak_percentile,270,0.07487864112143872,0.0014367362376699287,0.001,10.0,120,input_specific_validation_background
