achieved_sir_db,frame_id,frame_idx,interference_params_json,num_interferers,sir_name,source_sequence,target_sir_db
10.000000000000002,d1a_000006,5,"[{""interferer_id"": 0, ""phase0_rad"": 0.7538097304256475, ""fast_freq_norm"": -0.30662413724838616, ""slope_mismatch_norm"": -3.4868463179900964, ""time_offset_norm"": 0.24600652954643953, ""slow_time_freq_cycles_per_chirp"": -0.07211929979786677, ""amp_jitter"": 0.8906892174778716}]",1,light,2019_04_30_mlms000,10.0
0.0,d1a_000006,5,"[{""interferer_id"": 0, ""phase0_rad"": 3.7956988267912988, ""fast_freq_norm"": -0.14760445839547393, ""slope_mismatch_norm"": -4.229160055849718, ""time_offset_norm"": -0.2509466149164958, ""slow_time_freq_cycles_per_chirp"": 0.013829643299481748, ""amp_jitter"": 0.8856376982605147}, {""interferer_id"": 1, ""phase0_rad"": 1.7407693214480302, ""fast_freq_norm"": -0.11675656915222793, ""slope_mismatch_norm"": -6.965810711688319, ""time_offset_norm"": 0.04487355571532642, ""slow_time_freq_cycles_per_chirp"": 0.022728397716880747, ""amp_jitter"": 0.9865058787161523}]",2,medium,2019_04_30_mlms000,0.0
10.000000000000004,d1a_000007,6,"[{""interferer_id"": 0, ""phase0_rad"": 3.2031489258229255, ""fast_freq_norm"": 0.37385958200868724, ""slope_mismatch_norm"": 4.608541330574971, ""time_offset_norm"": -0.2690443646273237, ""slow_time_freq_cycles_per_chirp"": -0.06323416557134805, ""amp_jitter"": 1.0661321571144244}]",1,light,2019_04_30_mlms000,10.0
0.0,d1a_000007,6,"[{""interferer_id"": 0, ""phase0_rad"": 4.669707183518939, ""fast_freq_norm"": -0.014433556147679827, ""slope_mismatch_norm"": -6.048412509911326, ""time_offset_norm"": 0.25499926648627036, ""slow_time_freq_cycles_per_chirp"": 0.04632788478335553, ""amp_jitter"": 1.049916185697172}, {""interferer_id"": 1, ""phase0_rad"": 1.3777186418588037, ""fast_freq_norm"": -0.1064473208857395, ""slope_mismatch_norm"": -4.109463769400397, ""time_offset_norm"": -0.01303778058481836, ""slow_time_freq_cycles_per_chirp"": 0.008328044266909057, ""amp_jitter"": 0.8572483819083887}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999998,d1a_000008,7,"[{""interferer_id"": 0, ""phase0_rad"": 0.44131562023012294, ""fast_freq_norm"": 0.11964662617876082, ""slope_mismatch_norm"": -0.4816881391877823, ""time_offset_norm"": 0.08109319361619166, ""slow_time_freq_cycles_per_chirp"": 0.0012090560102004655, ""amp_jitter"": 1.1149273432788953}]",1,light,2019_04_30_mlms000,10.0
0.0,d1a_000008,7,"[{""interferer_id"": 0, ""phase0_rad"": 1.2873962432735817, ""fast_freq_norm"": -0.29787146709020884, ""slope_mismatch_norm"": -3.530688233121484, ""time_offset_norm"": 0.007761880284907374, ""slow_time_freq_cycles_per_chirp"": -0.051014116517572844, ""amp_jitter"": 1.037394784783958}, {""interferer_id"": 1, ""phase0_rad"": 3.679113248610159, ""fast_freq_norm"": -0.24156744758814033, ""slope_mismatch_norm"": -5.4712524529542135, ""time_offset_norm"": 0.07040276848665261, ""slow_time_freq_cycles_per_chirp"": 0.020755140556707338, ""amp_jitter"": 1.2449240646370185}]",2,medium,2019_04_30_mlms000,0.0
10.0,d1a_000009,8,"[{""interferer_id"": 0, ""phase0_rad"": 0.5161792217272763, ""fast_freq_norm"": -0.19846471743017766, ""slope_mismatch_norm"": -5.769387472123689, ""time_offset_norm"": 0.34877486976075545, ""slow_time_freq_cycles_per_chirp"": -0.008017337343187103, ""amp_jitter"": 0.9311386473889924}]",1,light,2019_04_30_mlms000,10.0
9.64327466553287e-16,d1a_000009,8,"[{""interferer_id"": 0, ""phase0_rad"": 4.30522570699633, ""fast_freq_norm"": 0.15047235791194097, ""slope_mismatch_norm"": -1.2204279911358373, ""time_offset_norm"": 0.11105818512204135, ""slow_time_freq_cycles_per_chirp"": 0.05699094278143997, ""amp_jitter"": 1.165447395104596}, {""interferer_id"": 1, ""phase0_rad"": 2.368564202483978, ""fast_freq_norm"": -0.3361564671861063, ""slope_mismatch_norm"": -5.22451399229083, ""time_offset_norm"": -0.2466649551765504, ""slow_time_freq_cycles_per_chirp"": -0.010907250293809359, ""amp_jitter"": 1.0411160782318425}]",2,medium,2019_04_30_mlms000,0.0
10.0,d1a_000010,9,"[{""interferer_id"": 0, ""phase0_rad"": 4.691383006889088, ""fast_freq_norm"": -0.3955741672568779, ""slope_mismatch_norm"": 3.9935779360039128, ""time_offset_norm"": -0.18750210209268342, ""slow_time_freq_cycles_per_chirp"": 0.06244406652711092, ""amp_jitter"": 1.0892218766546438}]",1,light,2019_04_30_mlms000,10.0
-1.446491199829931e-15,d1a_000010,9,"[{""interferer_id"": 0, ""phase0_rad"": 0.16079945240380253, ""fast_freq_norm"": -0.31183173314261653, ""slope_mismatch_norm"": -5.581002573056141, ""time_offset_norm"": 0.15577529266795997, ""slow_time_freq_cycles_per_chirp"": 0.00018633716525265354, ""amp_jitter"": 0.8797923331013469}, {""interferer_id"": 1, ""phase0_rad"": 2.2288002537424956, ""fast_freq_norm"": 0.2995638177056475, ""slope_mismatch_norm"": 1.8149509202664635, ""time_offset_norm"": -0.22434508475857845, ""slow_time_freq_cycles_per_chirp"": -0.050787468389026195, ""amp_jitter"": 1.109000379287537}]",2,medium,2019_04_30_mlms000,0.0
10.000000000000002,d1a_000011,10,"[{""interferer_id"": 0, ""phase0_rad"": 1.1178604592791472, ""fast_freq_norm"": -0.005677125754290413, ""slope_mismatch_norm"": -0.42675588134738707, ""time_offset_norm"": 0.1468050474972573, ""slow_time_freq_cycles_per_chirp"": -0.04259263542103922, ""amp_jitter"": 0.7668259631423752}]",1,light,2019_04_30_mlms000,10.0
-9.643274665532871e-16,d1a_000011,10,"[{""interferer_id"": 0, ""phase0_rad"": 5.924411917659729, ""fast_freq_norm"": 0.2211235836407887, ""slope_mismatch_norm"": -2.973770280655865, ""time_offset_norm"": 0.33144508620221513, ""slow_time_freq_cycles_per_chirp"": -0.04592425607344619, ""amp_jitter"": 0.7712868688826084}, {""interferer_id"": 1, ""phase0_rad"": 4.333005822400505, ""fast_freq_norm"": 0.3655984524415021, ""slope_mismatch_norm"": -6.333848262800972, ""time_offset_norm"": -0.3473786260461764, ""slow_time_freq_cycles_per_chirp"": 0.0319770600186908, ""amp_jitter"": 0.831842649623197}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999998,d1a_000012,11,"[{""interferer_id"": 0, ""phase0_rad"": 1.4331592441196597, ""fast_freq_norm"": 0.41643872482864547, ""slope_mismatch_norm"": -1.941328370263859, ""time_offset_norm"": 0.16051208321102106, ""slow_time_freq_cycles_per_chirp"": -0.07495978078285279, ""amp_jitter"": 1.137326666574384}]",1,light,2019_04_30_mlms000,10.0
9.64327466553287e-16,d1a_000012,11,"[{""interferer_id"": 0, ""phase0_rad"": 3.3856686420729285, ""fast_freq_norm"": 0.3898496545497641, ""slope_mismatch_norm"": -6.302447228447038, ""time_offset_norm"": -0.06888178023308283, ""slow_time_freq_cycles_per_chirp"": 0.04233853373682224, ""amp_jitter"": 1.1918343130359115}, {""interferer_id"": 1, ""phase0_rad"": 1.0580113249229672, ""fast_freq_norm"": -0.3650519153220299, ""slope_mismatch_norm"": 0.7826662278392327, ""time_offset_norm"": 0.011811671084664466, ""slow_time_freq_cycles_per_chirp"": 0.006631083399406559, ""amp_jitter"": 0.7738790169544097}]",2,medium,2019_04_30_mlms000,0.0
10.0,d1a_000013,12,"[{""interferer_id"": 0, ""phase0_rad"": 3.5226941817348094, ""fast_freq_norm"": -0.3116743979045426, ""slope_mismatch_norm"": 0.1492148459525957, ""time_offset_norm"": 0.004059784214962225, ""slow_time_freq_cycles_per_chirp"": 0.0038982870453569685, ""amp_jitter"": 0.8724437590118261}]",1,light,2019_04_30_mlms000,10.0
-1.446491199829931e-15,d1a_000013,12,"[{""interferer_id"": 0, ""phase0_rad"": 2.305657298369212, ""fast_freq_norm"": 0.3268248683711325, ""slope_mismatch_norm"": 5.993159787730754, ""time_offset_norm"": 0.10955932955736641, ""slow_time_freq_cycles_per_chirp"": 0.039408331758740214, ""amp_jitter"": 0.8534231772106757}, {""interferer_id"": 1, ""phase0_rad"": 5.971351468973044, ""fast_freq_norm"": -0.3797993580810592, ""slope_mismatch_norm"": 2.3653268869275177, ""time_offset_norm"": 0.17694714042335813, ""slow_time_freq_cycles_per_chirp"": -0.01326430893070886, ""amp_jitter"": 1.2192417529728437}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999998,d1a_000014,13,"[{""interferer_id"": 0, ""phase0_rad"": 6.17197769560788, ""fast_freq_norm"": 0.3028029096262567, ""slope_mismatch_norm"": 2.9881352951538, ""time_offset_norm"": -0.13742010565470889, ""slow_time_freq_cycles_per_chirp"": 0.020488722624963873, ""amp_jitter"": 0.9955261762185285}]",1,light,2019_04_30_mlms000,10.0
-4.821637332766436e-16,d1a_000014,13,"[{""interferer_id"": 0, ""phase0_rad"": 1.65553900694233, ""fast_freq_norm"": -0.31499081408640545, ""slope_mismatch_norm"": -4.5565444241229525, ""time_offset_norm"": -0.03943214082562291, ""slow_time_freq_cycles_per_chirp"": -0.03135412944476682, ""amp_jitter"": 0.9018673454265006}, {""interferer_id"": 1, ""phase0_rad"": 4.388707387410531, ""fast_freq_norm"": 0.37263795583392884, ""slope_mismatch_norm"": 6.128064324796, ""time_offset_norm"": 0.17394092082434942, ""slow_time_freq_cycles_per_chirp"": -0.012779730163873716, ""amp_jitter"": 1.0204848379588107}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999998,d1a_000015,14,"[{""interferer_id"": 0, ""phase0_rad"": 2.110056805247229, ""fast_freq_norm"": -0.2969232666267897, ""slope_mismatch_norm"": 5.735901730395387, ""time_offset_norm"": -0.3088445941037923, ""slow_time_freq_cycles_per_chirp"": 0.0500211501914989, ""amp_jitter"": 1.1323127335577579}]",1,light,2019_04_30_mlms000,10.0
9.64327466553287e-16,d1a_000015,14,"[{""interferer_id"": 0, ""phase0_rad"": 3.8551858707698248, ""fast_freq_norm"": 0.20111165019825578, ""slope_mismatch_norm"": -0.8089809621923401, ""time_offset_norm"": 0.1571102664716172, ""slow_time_freq_cycles_per_chirp"": -0.013785244918946407, ""amp_jitter"": 0.7791394051619064}, {""interferer_id"": 1, ""phase0_rad"": 5.236451120591633, ""fast_freq_norm"": 0.2223676926133062, ""slope_mismatch_norm"": 5.017456764367024, ""time_offset_norm"": -0.2337858852986613, ""slow_time_freq_cycles_per_chirp"": 0.0696473393276401, ""amp_jitter"": 0.9344718566235866}]",2,medium,2019_04_30_mlms000,0.0
10.000000000000002,d1a_000016,15,"[{""interferer_id"": 0, ""phase0_rad"": 2.7654121578694144, ""fast_freq_norm"": -0.08816963041705733, ""slope_mismatch_norm"": 0.4861599866612538, ""time_offset_norm"": -0.26880119760839694, ""slow_time_freq_cycles_per_chirp"": 0.045003810788973614, ""amp_jitter"": 0.7588712823194568}]",1,light,2019_04_30_mlms000,10.0
-1.446491199829931e-15,d1a_000016,15,"[{""interferer_id"": 0, ""phase0_rad"": 0.18778036478471782, ""fast_freq_norm"": 0.020990629000125438, ""slope_mismatch_norm"": 1.2878233668249592, ""time_offset_norm"": 0.3128605420120041, ""slow_time_freq_cycles_per_chirp"": -0.011729238607317699, ""amp_jitter"": 1.0434432343276505}, {""interferer_id"": 1, ""phase0_rad"": 4.584988461466041, ""fast_freq_norm"": 0.41493776735355253, ""slope_mismatch_norm"": -2.1326064629640644, ""time_offset_norm"": -0.20247963267483135, ""slow_time_freq_cycles_per_chirp"": 0.008877445310517415, ""amp_jitter"": 1.1069258709321654}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999996,d1a_000017,16,"[{""interferer_id"": 0, ""phase0_rad"": 4.381900497074692, ""fast_freq_norm"": -0.16241540958022765, ""slope_mismatch_norm"": -2.9766327861010966, ""time_offset_norm"": -0.19387448290306628, ""slow_time_freq_cycles_per_chirp"": 0.0031110045762870464, ""amp_jitter"": 1.1895306367750835}]",1,light,2019_04_30_mlms000,10.0
9.64327466553287e-16,d1a_000017,16,"[{""interferer_id"": 0, ""phase0_rad"": 4.478908444908251, ""fast_freq_norm"": -0.19319504737064883, ""slope_mismatch_norm"": -1.0877851110597012, ""time_offset_norm"": -0.2363808723706478, ""slow_time_freq_cycles_per_chirp"": 0.06019517884631069, ""amp_jitter"": 1.2029350869168947}, {""interferer_id"": 1, ""phase0_rad"": 2.76845208377533, ""fast_freq_norm"": -0.30781537223483774, ""slope_mismatch_norm"": -2.5369793294893057, ""time_offset_norm"": 0.21701517948514348, ""slow_time_freq_cycles_per_chirp"": 0.016376013790742217, ""amp_jitter"": 1.0253358656321525}]",2,medium,2019_04_30_mlms000,0.0
10.000000000000002,d1a_000018,17,"[{""interferer_id"": 0, ""phase0_rad"": 1.913422511843912, ""fast_freq_norm"": 0.14635853323622555, ""slope_mismatch_norm"": -3.0316291840909404, ""time_offset_norm"": -0.0788857769187371, ""slow_time_freq_cycles_per_chirp"": 0.07376191483442603, ""amp_jitter"": 1.0525323437445322}]",1,light,2019_04_30_mlms000,10.0
-1.9286549331065747e-15,d1a_000018,17,"[{""interferer_id"": 0, ""phase0_rad"": 0.77633636756499, ""fast_freq_norm"": 0.3862926321304792, ""slope_mismatch_norm"": -6.0318121997120215, ""time_offset_norm"": 0.27390821817106137, ""slow_time_freq_cycles_per_chirp"": -0.02939129441671113, ""amp_jitter"": 1.2267261017102156}, {""interferer_id"": 1, ""phase0_rad"": 2.7689627007043063, ""fast_freq_norm"": -0.3978554221985, ""slope_mismatch_norm"": -5.680740989734267, ""time_offset_norm"": 0.00884510686788853, ""slow_time_freq_cycles_per_chirp"": -0.031733665838558675, ""amp_jitter"": 1.1460766591069775}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999998,d1a_000019,18,"[{""interferer_id"": 0, ""phase0_rad"": 4.4297993507840205, ""fast_freq_norm"": 0.0029220991320645373, ""slope_mismatch_norm"": 0.1451103967933829, ""time_offset_norm"": 0.19126951673586257, ""slow_time_freq_cycles_per_chirp"": -0.027428927776683973, ""amp_jitter"": 0.7893718366349922}]",1,light,2019_04_30_mlms000,10.0
0.0,d1a_000019,18,"[{""interferer_id"": 0, ""phase0_rad"": 4.953027716189981, ""fast_freq_norm"": 0.29225359283743263, ""slope_mismatch_norm"": 4.966210320574104, ""time_offset_norm"": 0.04764806279258338, ""slow_time_freq_cycles_per_chirp"": -0.0037561964789877694, ""amp_jitter"": 1.1378882677535502}, {""interferer_id"": 1, ""phase0_rad"": 2.146289010816282, ""fast_freq_norm"": -0.25948929024086254, ""slope_mismatch_norm"": 4.792216193201146, ""time_offset_norm"": 0.17758968704598588, ""slow_time_freq_cycles_per_chirp"": 0.04601282167503827, ""amp_jitter"": 0.9750091154903193}]",2,medium,2019_04_30_mlms000,0.0
10.0,d1a_000020,19,"[{""interferer_id"": 0, ""phase0_rad"": 1.0619856483128658, ""fast_freq_norm"": 0.16229879809569675, ""slope_mismatch_norm"": -3.47550458847741, ""time_offset_norm"": 0.0702965596405099, ""slow_time_freq_cycles_per_chirp"": 0.041000165160554505, ""amp_jitter"": 1.2404339055546592}]",1,light,2019_04_30_mlms000,10.0
-9.643274665532871e-16,d1a_000020,19,"[{""interferer_id"": 0, ""phase0_rad"": 2.137757600455526, ""fast_freq_norm"": 0.1404172562072386, ""slope_mismatch_norm"": 5.611283000729388, ""time_offset_norm"": 0.05352222290495168, ""slow_time_freq_cycles_per_chirp"": -0.009071048702411294, ""amp_jitter"": 1.223023418620868}, {""interferer_id"": 1, ""phase0_rad"": 3.949222405049906, ""fast_freq_norm"": -0.3958162192466491, ""slope_mismatch_norm"": 4.469537837739118, ""time_offset_norm"": -0.07626817439371764, ""slow_time_freq_cycles_per_chirp"": 0.007506069584717889, ""amp_jitter"": 1.1220960774050068}]",2,medium,2019_04_30_mlms000,0.0
10.000000000000002,d1a_000021,20,"[{""interferer_id"": 0, ""phase0_rad"": 0.37126978481360695, ""fast_freq_norm"": 0.15529672768013975, ""slope_mismatch_norm"": 1.7007179377918344, ""time_offset_norm"": 0.17712436736227466, ""slow_time_freq_cycles_per_chirp"": -0.07457595057201973, ""amp_jitter"": 0.8381789542039415}]",1,light,2019_04_30_mlms000,10.0
-4.821637332766436e-16,d1a_000021,20,"[{""interferer_id"": 0, ""phase0_rad"": 3.8544337449481967, ""fast_freq_norm"": -0.062170036643482474, ""slope_mismatch_norm"": -2.6455317956831035, ""time_offset_norm"": 0.011563063977559407, ""slow_time_freq_cycles_per_chirp"": 0.02905648177206606, ""amp_jitter"": 1.0651928453102444}, {""interferer_id"": 1, ""phase0_rad"": 3.147891135053778, ""fast_freq_norm"": 0.09187590910110871, ""slope_mismatch_norm"": -2.546940267463148, ""time_offset_norm"": -0.07110744287645354, ""slow_time_freq_cycles_per_chirp"": -0.07464451123643952, ""amp_jitter"": 1.2174178662155055}]",2,medium,2019_04_30_mlms000,0.0
10.000000000000002,d1a_000022,21,"[{""interferer_id"": 0, ""phase0_rad"": 4.75557145467635, ""fast_freq_norm"": -0.2697170998714119, ""slope_mismatch_norm"": 3.381177873279677, ""time_offset_norm"": 0.010091823096676222, ""slow_time_freq_cycles_per_chirp"": 0.04618433262104284, ""amp_jitter"": 0.7545149646476879}]",1,light,2019_04_30_mlms000,10.0
9.64327466553287e-16,d1a_000022,21,"[{""interferer_id"": 0, ""phase0_rad"": 1.0985238459424758, ""fast_freq_norm"": 0.054270800654849904, ""slope_mismatch_norm"": -6.592754211561453, ""time_offset_norm"": -0.04379690924872354, ""slow_time_freq_cycles_per_chirp"": -0.002253163444738651, ""amp_jitter"": 0.7964097009293668}, {""interferer_id"": 1, ""phase0_rad"": 1.092415096238383, ""fast_freq_norm"": -0.2598355330564763, ""slope_mismatch_norm"": -5.681404357849826, ""time_offset_norm"": 0.10165818905129703, ""slow_time_freq_cycles_per_chirp"": 0.016993295984009477, ""amp_jitter"": 1.2278970600242014}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999998,d1a_000023,22,"[{""interferer_id"": 0, ""phase0_rad"": 5.068351563895735, ""fast_freq_norm"": 0.3584156496578765, ""slope_mismatch_norm"": 6.192496799233554, ""time_offset_norm"": 0.18961414409691346, ""slow_time_freq_cycles_per_chirp"": 0.07344674693180912, ""amp_jitter"": 1.034226674116623}]",1,light,2019_04_30_mlms000,10.0
-4.821637332766436e-16,d1a_000023,22,"[{""interferer_id"": 0, ""phase0_rad"": 4.777457548006209, ""fast_freq_norm"": 0.36164850022000644, ""slope_mismatch_norm"": -6.305681159446822, ""time_offset_norm"": -0.3100936182826707, ""slow_time_freq_cycles_per_chirp"": 0.02050599021787841, ""amp_jitter"": 1.21427923676871}, {""interferer_id"": 1, ""phase0_rad"": 1.0459666789907347, ""fast_freq_norm"": 0.20728832675947312, ""slope_mismatch_norm"": 3.895251341281053, ""time_offset_norm"": 0.051577833717665056, ""slow_time_freq_cycles_per_chirp"": 0.014651135205025548, ""amp_jitter"": 1.1149783938032003}]",2,medium,2019_04_30_mlms000,0.0
10.000000000000004,d1a_000024,23,"[{""interferer_id"": 0, ""phase0_rad"": 6.25966081950025, ""fast_freq_norm"": -0.0030399142387276257, ""slope_mismatch_norm"": -1.2995738541515847, ""time_offset_norm"": -0.11559754166890893, ""slow_time_freq_cycles_per_chirp"": -0.05676000234103681, ""amp_jitter"": 0.8390156810165732}]",1,light,2019_04_30_mlms000,10.0
-2.410818666383218e-15,d1a_000024,23,"[{""interferer_id"": 0, ""phase0_rad"": 2.271106718969605, ""fast_freq_norm"": -0.39808370023376183, ""slope_mismatch_norm"": 1.0469235350642183, ""time_offset_norm"": -0.00011544031713517366, ""slow_time_freq_cycles_per_chirp"": 0.02054252773408219, ""amp_jitter"": 0.9492721034938554}, {""interferer_id"": 1, ""phase0_rad"": 0.69473630713972, ""fast_freq_norm"": 0.09276782129847622, ""slope_mismatch_norm"": -2.3840158356992127, ""time_offset_norm"": -0.26133793290537694, ""slow_time_freq_cycles_per_chirp"": -0.06939638550355329, ""amp_jitter"": 0.9371807811931141}]",2,medium,2019_04_30_mlms000,0.0
10.0,d1a_000025,24,"[{""interferer_id"": 0, ""phase0_rad"": 4.974630695345593, ""fast_freq_norm"": 0.37992837578445965, ""slope_mismatch_norm"": -1.3083995544199674, ""time_offset_norm"": 0.2800689750966254, ""slow_time_freq_cycles_per_chirp"": 0.04687451593065217, ""amp_jitter"": 0.934363812281359}]",1,light,2019_04_30_mlms000,10.0
-4.821637332766436e-16,d1a_000025,24,"[{""interferer_id"": 0, ""phase0_rad"": 3.190542743415877, ""fast_freq_norm"": -0.01720490168382699, ""slope_mismatch_norm"": 5.5798134092094145, ""time_offset_norm"": -0.2917075912970456, ""slow_time_freq_cycles_per_chirp"": 0.07390033946838732, ""amp_jitter"": 0.8296594233286809}, {""interferer_id"": 1, ""phase0_rad"": 5.093824360924598, ""fast_freq_norm"": 0.1642238053601492, ""slope_mismatch_norm"": 0.6755746559901397, ""time_offset_norm"": 0.2499431427281863, ""slow_time_freq_cycles_per_chirp"": -0.03808465943088747, ""amp_jitter"": 1.2149776612623493}]",2,medium,2019_04_30_mlms000,0.0
9.999999999999998,d1a_000026,25,"[{""interferer_id"": 0, ""phase0_rad"": 0.2537194759119132, ""fast_freq_norm"": -0.03337517827989406, ""slope_mismatch_norm"": -4.1188989245281356, ""time_offset_norm"": -0.1418785682746863, ""slow_time_freq_cycles_per_chirp"": 0.014141971126036365, ""amp_jitter"": 1.0199314087592688}]",1,light,2019_04_30_mlms000,10.0
-9.643274665532871e-16,d1a_000026,25,"[{""interferer_id"": 0, ""phase0_rad"": 5.843088537051836, ""fast_freq_norm"": -0.23860697791877206, ""slope_mismatch_norm"": 3.5863989627825212, ""time_offset_norm"": 0.1382222375040672, ""slow_time_freq_cycles_per_chirp"": -0.02975303522276438, ""amp_jitter"": 1.0827485762784228}, {""interferer_id"": 1, ""phase0_rad"": 2.086813892960382, ""fast_freq_norm"": 0.28493306723208073, ""slope_mismatch_norm"": 3.7825042464895606, ""time_offset_norm"": -0.011944242854942388, ""slow_time_freq_cycles_per_chirp"": 0.04909543504560078, ""amp_jitter"": 0.9800031854338521}]",2,medium,2019_04_30_mlms000,0.0
