background_cell_count,false_alarm_count,hit_count,input_type,mask_name,measured_pfa,pd,protocol,sir_name,source_sequence,split_definition,target_count,target_pfa,target_sir_db,test_frame_count,threshold_source
7094,107,353,interfered,narrow,0.015083168875105723,0.5515625,A_clean_threshold,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.01,-10.0,103,clean_validation_background
11481,145,138,clean,narrow,0.012629561884853235,0.5111111111111111,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,clean_peak_percentile,270,0.01,,120,input_specific_validation_background
11737,198,189,clean,narrow,0.016869728209934397,0.6096774193548387,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,clean_peak_percentile,310,0.01,,129,input_specific_validation_background
6735,111,354,clean,narrow,0.01648106904231626,0.5774877650897227,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,,124,input_specific_validation_background
7549,0,534,clean,narrow,0.0,0.9468085106382979,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,,124,input_specific_validation_background
7094,6,385,clean,narrow,0.0008457851705666761,0.6015625,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,clean_peak_percentile,640,0.01,,103,input_specific_validation_background
11481,146,126,interfered,narrow,0.012716662311645328,0.4666666666666667,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,clean_peak_percentile,270,0.01,10.0,120,input_specific_validation_background
11737,167,175,interfered,narrow,0.014228508136661839,0.5645161290322581,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,clean_peak_percentile,310,0.01,10.0,129,input_specific_validation_background
6735,89,320,interfered,narrow,0.013214550853749072,0.5220228384991843,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,10.0,124,input_specific_validation_background
7549,49,533,interfered,narrow,0.006490925950457014,0.9450354609929078,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,10.0,124,input_specific_validation_background
7094,26,370,interfered,narrow,0.003665069072455596,0.578125,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,clean_peak_percentile,640,0.01,10.0,103,input_specific_validation_background
11481,94,98,interfered,narrow,0.00818744011845658,0.362962962962963,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.01,0.0,120,input_specific_validation_background
11737,105,129,interfered,narrow,0.008946067990116725,0.4161290322580645,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,clean_peak_percentile,310,0.01,0.0,129,input_specific_validation_background
6735,77,147,interfered,narrow,0.011432813659985152,0.2398042414355628,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,0.0,124,input_specific_validation_background
7549,111,521,interfered,narrow,0.014703934295933236,0.9237588652482269,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,0.0,124,input_specific_validation_background
7094,69,323,interfered,narrow,0.009726529461516776,0.5046875,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,clean_peak_percentile,640,0.01,0.0,103,input_specific_validation_background
11481,92,17,interfered,narrow,0.008013239264872398,0.06296296296296296,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,clean_peak_percentile,270,0.01,-10.0,120,input_specific_validation_background
11737,90,15,interfered,narrow,0.007668058277242907,0.04838709677419355,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,clean_peak_percentile,310,0.01,-10.0,129,input_specific_validation_background
6735,77,25,interfered,narrow,0.011432813659985152,0.040783034257748776,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,clean_peak_percentile,613,0.01,-10.0,124,input_specific_validation_background
7549,100,329,interfered,narrow,0.013246787653993907,0.5833333333333334,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,clean_peak_percentile,564,0.01,-10.0,124,input_specific_validation_background
7094,72,171,interfered,narrow,0.010149422046800112,0.2671875,B_fixed_pfa_recalibrated,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.01,-10.0,103,input_specific_validation_background
11481,17,104,clean,narrow,0.0014807072554655519,0.3851851851851852,A_clean_threshold,,2019_04_30_mlms000,clean_peak_percentile,270,0.001,,120,clean_validation_background
11737,28,139,clean,narrow,0.0023856181306977932,0.4483870967741935,A_clean_threshold,,2019_04_30_mlms001,clean_peak_percentile,310,0.001,,129,clean_validation_background
6735,7,168,clean,narrow,0.0010393466963622866,0.2740619902120718,A_clean_threshold,,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,,124,clean_validation_background
7549,0,526,clean,narrow,0.0,0.9326241134751773,A_clean_threshold,,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,,124,clean_validation_background
7094,0,337,clean,narrow,0.0,0.5265625,A_clean_threshold,,2019_05_09_mlms003,clean_peak_percentile,640,0.001,,103,clean_validation_background
11481,22,104,interfered,narrow,0.0019162093894260082,0.3851851851851852,A_clean_threshold,light,2019_04_30_mlms000,clean_peak_percentile,270,0.001,10.0,120,clean_validation_background
11737,34,138,interfered,narrow,0.0028968220158473203,0.44516129032258067,A_clean_threshold,light,2019_04_30_mlms001,clean_peak_percentile,310,0.001,10.0,129,clean_validation_background
6735,20,167,interfered,narrow,0.002969561989606533,0.2724306688417618,A_clean_threshold,light,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,10.0,124,clean_validation_background
7549,28,526,interfered,narrow,0.0037091005431182937,0.9326241134751773,A_clean_threshold,light,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,10.0,124,clean_validation_background
7094,13,336,interfered,narrow,0.001832534536227798,0.525,A_clean_threshold,light,2019_05_09_mlms003,clean_peak_percentile,640,0.001,10.0,103,clean_validation_background
11481,102,103,interfered,narrow,0.008884243532793311,0.3814814814814815,A_clean_threshold,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.001,0.0,120,clean_validation_background
11737,113,137,interfered,narrow,0.009627673170316094,0.44193548387096776,A_clean_threshold,medium,2019_04_30_mlms001,clean_peak_percentile,310,0.001,0.0,129,clean_validation_background
6735,80,155,interfered,narrow,0.011878247958426132,0.2528548123980424,A_clean_threshold,medium,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,0.0,124,clean_validation_background
7549,114,524,interfered,narrow,0.015101337925553054,0.9290780141843972,A_clean_threshold,medium,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,0.0,124,clean_validation_background
7094,70,324,interfered,narrow,0.00986749365661122,0.50625,A_clean_threshold,medium,2019_05_09_mlms003,clean_peak_percentile,640,0.001,0.0,103,clean_validation_background
11481,125,87,interfered,narrow,0.01088755334901141,0.32222222222222224,A_clean_threshold,severe,2019_04_30_mlms000,clean_peak_percentile,270,0.001,-10.0,120,clean_validation_background
11737,133,122,interfered,narrow,0.011331686120814519,0.3935483870967742,A_clean_threshold,severe,2019_04_30_mlms001,clean_peak_percentile,310,0.001,-10.0,129,clean_validation_background
6735,116,99,interfered,narrow,0.017223459539717892,0.16150081566068517,A_clean_threshold,severe,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,-10.0,124,clean_validation_background
7549,128,473,interfered,narrow,0.0169558881971122,0.8386524822695035,A_clean_threshold,severe,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,-10.0,124,clean_validation_background
7094,93,314,interfered,narrow,0.013109670143783479,0.490625,A_clean_threshold,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.001,-10.0,103,clean_validation_background
11481,17,104,clean,narrow,0.0014807072554655519,0.3851851851851852,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,clean_peak_percentile,270,0.001,,120,input_specific_validation_background
11737,28,139,clean,narrow,0.0023856181306977932,0.4483870967741935,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,clean_peak_percentile,310,0.001,,129,input_specific_validation_background
6735,7,168,clean,narrow,0.0010393466963622866,0.2740619902120718,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,,124,input_specific_validation_background
7549,0,526,clean,narrow,0.0,0.9326241134751773,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,,124,input_specific_validation_background
7094,0,337,clean,narrow,0.0,0.5265625,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,clean_peak_percentile,640,0.001,,103,input_specific_validation_background
11481,3,81,interfered,narrow,0.0002613012803762738,0.3,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,clean_peak_percentile,270,0.001,10.0,120,input_specific_validation_background
11737,8,101,interfered,narrow,0.0006816051801993695,0.3258064516129032,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,clean_peak_percentile,310,0.001,10.0,129,input_specific_validation_background
6735,8,112,interfered,narrow,0.0011878247958426132,0.18270799347471453,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,10.0,124,input_specific_validation_background
7549,21,494,interfered,narrow,0.0027818254073387204,0.875886524822695,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,10.0,124,input_specific_validation_background
7094,8,321,interfered,narrow,0.001127713560755568,0.5015625,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,clean_peak_percentile,640,0.001,10.0,103,input_specific_validation_background
11481,2,15,interfered,narrow,0.00017420085358418256,0.05555555555555555,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,clean_peak_percentile,270,0.001,0.0,120,input_specific_validation_background
11737,5,9,interfered,narrow,0.00042600323762460597,0.02903225806451613,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,clean_peak_percentile,310,0.001,0.0,129,input_specific_validation_background
6735,6,31,interfered,narrow,0.0008908685968819599,0.05057096247960848,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,0.0,124,input_specific_validation_background
7549,29,246,interfered,narrow,0.0038415684196582327,0.43617021276595747,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,0.0,124,input_specific_validation_background
7094,11,131,interfered,narrow,0.0015506061460389062,0.2046875,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,clean_peak_percentile,640,0.001,0.0,103,input_specific_validation_background
11481,10,0,interfered,narrow,0.0008710042679209128,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,clean_peak_percentile,270,0.001,-10.0,120,input_specific_validation_background
11737,5,0,interfered,narrow,0.00042600323762460597,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,clean_peak_percentile,310,0.001,-10.0,129,input_specific_validation_background
6735,2,2,interfered,narrow,0.0002969561989606533,0.0032626427406199023,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,clean_peak_percentile,613,0.001,-10.0,124,input_specific_validation_background
7549,11,0,interfered,narrow,0.0014571466419393297,0.0,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,clean_peak_percentile,564,0.001,-10.0,124,input_specific_validation_background
7094,4,0,interfered,narrow,0.000563856780377784,0.0,B_fixed_pfa_recalibrated,severe,2019_05_09_mlms003,clean_peak_percentile,640,0.001,-10.0,103,input_specific_validation_background
11481,145,138,clean,narrow,0.012629561884853235,0.5111111111111111,A_clean_threshold,,2019_04_30_mlms000,cfar_margin,270,0.01,,120,clean_validation_background
11737,198,189,clean,narrow,0.016869728209934397,0.6096774193548387,A_clean_threshold,,2019_04_30_mlms001,cfar_margin,310,0.01,,129,clean_validation_background
6735,111,354,clean,narrow,0.01648106904231626,0.5774877650897227,A_clean_threshold,,2019_05_09_bm1s007,cfar_margin,613,0.01,,124,clean_validation_background
7549,0,534,clean,narrow,0.0,0.9468085106382979,A_clean_threshold,,2019_05_09_cm1s003,cfar_margin,564,0.01,,124,clean_validation_background
7094,6,385,clean,narrow,0.0008457851705666761,0.6015625,A_clean_threshold,,2019_05_09_mlms003,cfar_margin,640,0.01,,103,clean_validation_background
11481,168,137,interfered,narrow,0.014632871701071335,0.5074074074074074,A_clean_threshold,light,2019_04_30_mlms000,cfar_margin,270,0.01,10.0,120,clean_validation_background
11737,228,189,interfered,narrow,0.01942574763568203,0.6096774193548387,A_clean_threshold,light,2019_04_30_mlms001,cfar_margin,310,0.01,10.0,129,clean_validation_background
6735,147,354,interfered,narrow,0.02182628062360802,0.5774877650897227,A_clean_threshold,light,2019_05_09_bm1s007,cfar_margin,613,0.01,10.0,124,clean_validation_background
7549,57,534,interfered,narrow,0.007550668962776527,0.9468085106382979,A_clean_threshold,light,2019_05_09_cm1s003,cfar_margin,564,0.01,10.0,124,clean_validation_background
7094,34,384,interfered,narrow,0.004792782633211165,0.6,A_clean_threshold,light,2019_05_09_mlms003,cfar_margin,640,0.01,10.0,103,clean_validation_background
11481,250,135,interfered,narrow,0.02177510669802282,0.5,A_clean_threshold,medium,2019_04_30_mlms000,cfar_margin,270,0.01,0.0,120,clean_validation_background
11737,294,187,interfered,narrow,0.02504899037232683,0.603225806451613,A_clean_threshold,medium,2019_04_30_mlms001,cfar_margin,310,0.01,0.0,129,clean_validation_background
6735,186,344,interfered,narrow,0.027616926503340758,0.5611745513866232,A_clean_threshold,medium,2019_05_09_bm1s007,cfar_margin,613,0.01,0.0,124,clean_validation_background
7549,130,534,interfered,narrow,0.017220823950192077,0.9468085106382979,A_clean_threshold,medium,2019_05_09_cm1s003,cfar_margin,564,0.01,0.0,124,clean_validation_background
7094,90,370,interfered,narrow,0.012686777558500142,0.578125,A_clean_threshold,medium,2019_05_09_mlms003,cfar_margin,640,0.01,0.0,103,clean_validation_background
11481,237,123,interfered,narrow,0.020642801149725633,0.45555555555555555,A_clean_threshold,severe,2019_04_30_mlms000,cfar_margin,270,0.01,-10.0,120,clean_validation_background
11737,248,171,interfered,narrow,0.021129760586180456,0.5516129032258065,A_clean_threshold,severe,2019_04_30_mlms001,cfar_margin,310,0.01,-10.0,129,clean_validation_background
6735,144,288,interfered,narrow,0.021380846325167038,0.4698205546492659,A_clean_threshold,severe,2019_05_09_bm1s007,cfar_margin,613,0.01,-10.0,124,clean_validation_background
7549,135,533,interfered,narrow,0.017883163332891774,0.9450354609929078,A_clean_threshold,severe,2019_05_09_cm1s003,cfar_margin,564,0.01,-10.0,124,clean_validation_background
7094,107,353,interfered,narrow,0.015083168875105723,0.5515625,A_clean_threshold,severe,2019_05_09_mlms003,cfar_margin,640,0.01,-10.0,103,clean_validation_background
11481,145,138,clean,narrow,0.012629561884853235,0.5111111111111111,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,cfar_margin,270,0.01,,120,input_specific_validation_background
11737,198,189,clean,narrow,0.016869728209934397,0.6096774193548387,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,cfar_margin,310,0.01,,129,input_specific_validation_background
6735,111,354,clean,narrow,0.01648106904231626,0.5774877650897227,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,cfar_margin,613,0.01,,124,input_specific_validation_background
7549,0,534,clean,narrow,0.0,0.9468085106382979,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,cfar_margin,564,0.01,,124,input_specific_validation_background
7094,6,385,clean,narrow,0.0008457851705666761,0.6015625,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,cfar_margin,640,0.01,,103,input_specific_validation_background
11481,146,126,interfered,narrow,0.012716662311645328,0.4666666666666667,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,cfar_margin,270,0.01,10.0,120,input_specific_validation_background
11737,167,175,interfered,narrow,0.014228508136661839,0.5645161290322581,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,cfar_margin,310,0.01,10.0,129,input_specific_validation_background
6735,89,320,interfered,narrow,0.013214550853749072,0.5220228384991843,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,cfar_margin,613,0.01,10.0,124,input_specific_validation_background
7549,49,533,interfered,narrow,0.006490925950457014,0.9450354609929078,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,cfar_margin,564,0.01,10.0,124,input_specific_validation_background
7094,26,370,interfered,narrow,0.003665069072455596,0.578125,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,cfar_margin,640,0.01,10.0,103,input_specific_validation_background
11481,94,98,interfered,narrow,0.00818744011845658,0.362962962962963,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,cfar_margin,270,0.01,0.0,120,input_specific_validation_background
11737,105,129,interfered,narrow,0.008946067990116725,0.4161290322580645,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,cfar_margin,310,0.01,0.0,129,input_specific_validation_background
6735,77,147,interfered,narrow,0.011432813659985152,0.2398042414355628,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,cfar_margin,613,0.01,0.0,124,input_specific_validation_background
7549,111,521,interfered,narrow,0.014703934295933236,0.9237588652482269,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,cfar_margin,564,0.01,0.0,124,input_specific_validation_background
7094,69,323,interfered,narrow,0.009726529461516776,0.5046875,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,cfar_margin,640,0.01,0.0,103,input_specific_validation_background
11481,92,17,interfered,narrow,0.008013239264872398,0.06296296296296296,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,cfar_margin,270,0.01,-10.0,120,input_specific_validation_background
11737,90,15,interfered,narrow,0.007668058277242907,0.04838709677419355,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,cfar_margin,310,0.01,-10.0,129,input_specific_validation_background
6735,77,25,interfered,narrow,0.011432813659985152,0.040783034257748776,B_fixed_pfa_recalibrated,severe,2019_05_09_bm1s007,cfar_margin,613,0.01,-10.0,124,input_specific_validation_background
7549,100,329,interfered,narrow,0.013246787653993907,0.5833333333333334,B_fixed_pfa_recalibrated,severe,2019_05_09_cm1s003,cfar_margin,564,0.01,-10.0,124,input_specific_validation_background
7094,72,171,interfered,narrow,0.010149422046800112,0.2671875,B_fixed_pfa_recalibrated,severe,2019_05_09_mlms003,cfar_margin,640,0.01,-10.0,103,input_specific_validation_background
11481,17,104,clean,narrow,0.0014807072554655519,0.3851851851851852,A_clean_threshold,,2019_04_30_mlms000,cfar_margin,270,0.001,,120,clean_validation_background
11737,28,139,clean,narrow,0.0023856181306977932,0.4483870967741935,A_clean_threshold,,2019_04_30_mlms001,cfar_margin,310,0.001,,129,clean_validation_background
6735,7,168,clean,narrow,0.0010393466963622866,0.2740619902120718,A_clean_threshold,,2019_05_09_bm1s007,cfar_margin,613,0.001,,124,clean_validation_background
7549,0,526,clean,narrow,0.0,0.9326241134751773,A_clean_threshold,,2019_05_09_cm1s003,cfar_margin,564,0.001,,124,clean_validation_background
7094,0,337,clean,narrow,0.0,0.5265625,A_clean_threshold,,2019_05_09_mlms003,cfar_margin,640,0.001,,103,clean_validation_background
11481,22,104,interfered,narrow,0.0019162093894260082,0.3851851851851852,A_clean_threshold,light,2019_04_30_mlms000,cfar_margin,270,0.001,10.0,120,clean_validation_background
11737,34,138,interfered,narrow,0.0028968220158473203,0.44516129032258067,A_clean_threshold,light,2019_04_30_mlms001,cfar_margin,310,0.001,10.0,129,clean_validation_background
6735,20,167,interfered,narrow,0.002969561989606533,0.2724306688417618,A_clean_threshold,light,2019_05_09_bm1s007,cfar_margin,613,0.001,10.0,124,clean_validation_background
7549,28,526,interfered,narrow,0.0037091005431182937,0.9326241134751773,A_clean_threshold,light,2019_05_09_cm1s003,cfar_margin,564,0.001,10.0,124,clean_validation_background
7094,13,336,interfered,narrow,0.001832534536227798,0.525,A_clean_threshold,light,2019_05_09_mlms003,cfar_margin,640,0.001,10.0,103,clean_validation_background
11481,102,103,interfered,narrow,0.008884243532793311,0.3814814814814815,A_clean_threshold,medium,2019_04_30_mlms000,cfar_margin,270,0.001,0.0,120,clean_validation_background
11737,113,137,interfered,narrow,0.009627673170316094,0.44193548387096776,A_clean_threshold,medium,2019_04_30_mlms001,cfar_margin,310,0.001,0.0,129,clean_validation_background
6735,80,155,interfered,narrow,0.011878247958426132,0.2528548123980424,A_clean_threshold,medium,2019_05_09_bm1s007,cfar_margin,613,0.001,0.0,124,clean_validation_background
7549,114,524,interfered,narrow,0.015101337925553054,0.9290780141843972,A_clean_threshold,medium,2019_05_09_cm1s003,cfar_margin,564,0.001,0.0,124,clean_validation_background
7094,70,324,interfered,narrow,0.00986749365661122,0.50625,A_clean_threshold,medium,2019_05_09_mlms003,cfar_margin,640,0.001,0.0,103,clean_validation_background
11481,125,87,interfered,narrow,0.01088755334901141,0.32222222222222224,A_clean_threshold,severe,2019_04_30_mlms000,cfar_margin,270,0.001,-10.0,120,clean_validation_background
11737,133,122,interfered,narrow,0.011331686120814519,0.3935483870967742,A_clean_threshold,severe,2019_04_30_mlms001,cfar_margin,310,0.001,-10.0,129,clean_validation_background
6735,116,99,interfered,narrow,0.017223459539717892,0.16150081566068517,A_clean_threshold,severe,2019_05_09_bm1s007,cfar_margin,613,0.001,-10.0,124,clean_validation_background
7549,128,473,interfered,narrow,0.0169558881971122,0.8386524822695035,A_clean_threshold,severe,2019_05_09_cm1s003,cfar_margin,564,0.001,-10.0,124,clean_validation_background
7094,93,314,interfered,narrow,0.013109670143783479,0.490625,A_clean_threshold,severe,2019_05_09_mlms003,cfar_margin,640,0.001,-10.0,103,clean_validation_background
11481,17,104,clean,narrow,0.0014807072554655519,0.3851851851851852,B_fixed_pfa_recalibrated,,2019_04_30_mlms000,cfar_margin,270,0.001,,120,input_specific_validation_background
11737,28,139,clean,narrow,0.0023856181306977932,0.4483870967741935,B_fixed_pfa_recalibrated,,2019_04_30_mlms001,cfar_margin,310,0.001,,129,input_specific_validation_background
6735,7,168,clean,narrow,0.0010393466963622866,0.2740619902120718,B_fixed_pfa_recalibrated,,2019_05_09_bm1s007,cfar_margin,613,0.001,,124,input_specific_validation_background
7549,0,526,clean,narrow,0.0,0.9326241134751773,B_fixed_pfa_recalibrated,,2019_05_09_cm1s003,cfar_margin,564,0.001,,124,input_specific_validation_background
7094,0,337,clean,narrow,0.0,0.5265625,B_fixed_pfa_recalibrated,,2019_05_09_mlms003,cfar_margin,640,0.001,,103,input_specific_validation_background
11481,3,81,interfered,narrow,0.0002613012803762738,0.3,B_fixed_pfa_recalibrated,light,2019_04_30_mlms000,cfar_margin,270,0.001,10.0,120,input_specific_validation_background
11737,8,101,interfered,narrow,0.0006816051801993695,0.3258064516129032,B_fixed_pfa_recalibrated,light,2019_04_30_mlms001,cfar_margin,310,0.001,10.0,129,input_specific_validation_background
6735,8,112,interfered,narrow,0.0011878247958426132,0.18270799347471453,B_fixed_pfa_recalibrated,light,2019_05_09_bm1s007,cfar_margin,613,0.001,10.0,124,input_specific_validation_background
7549,21,494,interfered,narrow,0.0027818254073387204,0.875886524822695,B_fixed_pfa_recalibrated,light,2019_05_09_cm1s003,cfar_margin,564,0.001,10.0,124,input_specific_validation_background
7094,8,321,interfered,narrow,0.001127713560755568,0.5015625,B_fixed_pfa_recalibrated,light,2019_05_09_mlms003,cfar_margin,640,0.001,10.0,103,input_specific_validation_background
11481,2,15,interfered,narrow,0.00017420085358418256,0.05555555555555555,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms000,cfar_margin,270,0.001,0.0,120,input_specific_validation_background
11737,5,9,interfered,narrow,0.00042600323762460597,0.02903225806451613,B_fixed_pfa_recalibrated,medium,2019_04_30_mlms001,cfar_margin,310,0.001,0.0,129,input_specific_validation_background
6735,6,31,interfered,narrow,0.0008908685968819599,0.05057096247960848,B_fixed_pfa_recalibrated,medium,2019_05_09_bm1s007,cfar_margin,613,0.001,0.0,124,input_specific_validation_background
7549,29,246,interfered,narrow,0.0038415684196582327,0.43617021276595747,B_fixed_pfa_recalibrated,medium,2019_05_09_cm1s003,cfar_margin,564,0.001,0.0,124,input_specific_validation_background
7094,11,131,interfered,narrow,0.0015506061460389062,0.2046875,B_fixed_pfa_recalibrated,medium,2019_05_09_mlms003,cfar_margin,640,0.001,0.0,103,input_specific_validation_background
11481,10,0,interfered,narrow,0.0008710042679209128,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms000,cfar_margin,270,0.001,-10.0,120,input_specific_validation_background
11737,5,0,interfered,narrow,0.00042600323762460597,0.0,B_fixed_pfa_recalibrated,severe,2019_04_30_mlms001,cfar_margin,310,0.001,-10.0,129,input_specific_validation_background
