background_cell_ratio,background_cells,frame_idx,guard_cell_ratio,guard_cells,new_frame_id,source_sequence,target_cell_ratio,target_cells,valid_cells
0.7479674796747967,92,20,0.06504065040650407,8,d1a_000021,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,21,0.06504065040650407,8,d1a_000022,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,22,0.06504065040650407,8,d1a_000023,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,23,0.06504065040650407,8,d1a_000024,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,24,0.06504065040650407,8,d1a_000025,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,25,0.06504065040650407,8,d1a_000026,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,26,0.06504065040650407,8,d1a_000027,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,27,0.06504065040650407,8,d1a_000028,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,28,0.06504065040650407,8,d1a_000029,2019_04_30_mlms000,0.18699186991869918,23,123
0.7317073170731707,90,29,0.06504065040650407,8,d1a_000030,2019_04_30_mlms000,0.2032520325203252,25,123
0.6991869918699187,86,30,0.06504065040650407,8,d1a_000031,2019_04_30_mlms000,0.23577235772357724,29,123
0.6991869918699187,86,31,0.06504065040650407,8,d1a_000032,2019_04_30_mlms000,0.23577235772357724,29,123
0.6829268292682927,84,32,0.06504065040650407,8,d1a_000033,2019_04_30_mlms000,0.25203252032520324,31,123
0.6585365853658537,81,33,0.06504065040650407,8,d1a_000034,2019_04_30_mlms000,0.2764227642276423,34,123
0.6585365853658537,81,34,0.06504065040650407,8,d1a_000035,2019_04_30_mlms000,0.2764227642276423,34,123
0.6585365853658537,81,35,0.06504065040650407,8,d1a_000036,2019_04_30_mlms000,0.2764227642276423,34,123
0.6341463414634146,78,36,0.06504065040650407,8,d1a_000037,2019_04_30_mlms000,0.3008130081300813,37,123
0.6341463414634146,78,37,0.06504065040650407,8,d1a_000038,2019_04_30_mlms000,0.3008130081300813,37,123
0.6341463414634146,78,38,0.06504065040650407,8,d1a_000039,2019_04_30_mlms000,0.3008130081300813,37,123
0.5934959349593496,73,39,0.0975609756097561,12,d1a_000040,2019_04_30_mlms000,0.3089430894308943,38,123
0.5772357723577236,71,40,0.11382113821138211,14,d1a_000041,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,41,0.13008130081300814,16,d1a_000042,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,42,0.13008130081300814,16,d1a_000043,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,43,0.13008130081300814,16,d1a_000044,2019_04_30_mlms000,0.3089430894308943,38,123
0.5691056910569106,70,44,0.13008130081300814,16,d1a_000045,2019_04_30_mlms000,0.3008130081300813,37,123
0.5691056910569106,70,45,0.13008130081300814,16,d1a_000046,2019_04_30_mlms000,0.3008130081300813,37,123
0.5691056910569106,70,46,0.13008130081300814,16,d1a_000047,2019_04_30_mlms000,0.3008130081300813,37,123
0.5691056910569106,70,47,0.13008130081300814,16,d1a_000048,2019_04_30_mlms000,0.3008130081300813,37,123
0.5691056910569106,70,48,0.13008130081300814,16,d1a_000049,2019_04_30_mlms000,0.3008130081300813,37,123
0.5609756097560976,69,49,0.13008130081300814,16,d1a_000050,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,50,0.13008130081300814,16,d1a_000051,2019_04_30_mlms000,0.3089430894308943,38,123
0.5691056910569106,70,51,0.13008130081300814,16,d1a_000052,2019_04_30_mlms000,0.3008130081300813,37,123
0.5691056910569106,70,52,0.13008130081300814,16,d1a_000053,2019_04_30_mlms000,0.3008130081300813,37,123
0.5691056910569106,70,53,0.13008130081300814,16,d1a_000054,2019_04_30_mlms000,0.3008130081300813,37,123
0.5691056910569106,70,54,0.13008130081300814,16,d1a_000055,2019_04_30_mlms000,0.3008130081300813,37,123
0.5609756097560976,69,55,0.13008130081300814,16,d1a_000056,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,56,0.13008130081300814,16,d1a_000057,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,57,0.13008130081300814,16,d1a_000058,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,58,0.13008130081300814,16,d1a_000059,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,59,0.13008130081300814,16,d1a_000060,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,60,0.13008130081300814,16,d1a_000061,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,61,0.13008130081300814,16,d1a_000062,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,62,0.13008130081300814,16,d1a_000063,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,63,0.13008130081300814,16,d1a_000064,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,64,0.13008130081300814,16,d1a_000065,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,65,0.13008130081300814,16,d1a_000066,2019_04_30_mlms000,0.3089430894308943,38,123
0.5609756097560976,69,66,0.13008130081300814,16,d1a_000067,2019_04_30_mlms000,0.3089430894308943,38,123
0.8211382113821138,101,67,0.06504065040650407,8,d1a_000068,2019_04_30_mlms000,0.11382113821138211,14,123
0.8211382113821138,101,68,0.06504065040650407,8,d1a_000069,2019_04_30_mlms000,0.11382113821138211,14,123
0.8292682926829268,102,69,0.06504065040650407,8,d1a_000070,2019_04_30_mlms000,0.10569105691056911,13,123
0.8292682926829268,102,70,0.06504065040650407,8,d1a_000071,2019_04_30_mlms000,0.10569105691056911,13,123
0.8211382113821138,101,71,0.06504065040650407,8,d1a_000072,2019_04_30_mlms000,0.11382113821138211,14,123
0.8211382113821138,101,72,0.06504065040650407,8,d1a_000073,2019_04_30_mlms000,0.11382113821138211,14,123
0.8292682926829268,102,73,0.06504065040650407,8,d1a_000074,2019_04_30_mlms000,0.10569105691056911,13,123
0.8292682926829268,102,74,0.06504065040650407,8,d1a_000075,2019_04_30_mlms000,0.10569105691056911,13,123
0.8048780487804879,99,75,0.06504065040650407,8,d1a_000076,2019_04_30_mlms000,0.13008130081300814,16,123
0.8048780487804879,99,76,0.06504065040650407,8,d1a_000077,2019_04_30_mlms000,0.13008130081300814,16,123
0.8048780487804879,99,77,0.06504065040650407,8,d1a_000078,2019_04_30_mlms000,0.13008130081300814,16,123
0.8130081300813008,100,78,0.06504065040650407,8,d1a_000079,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,79,0.06504065040650407,8,d1a_000080,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,80,0.06504065040650407,8,d1a_000081,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,81,0.06504065040650407,8,d1a_000082,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,82,0.06504065040650407,8,d1a_000083,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,83,0.06504065040650407,8,d1a_000084,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,84,0.06504065040650407,8,d1a_000085,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,85,0.06504065040650407,8,d1a_000086,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,86,0.06504065040650407,8,d1a_000087,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,87,0.06504065040650407,8,d1a_000088,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,88,0.06504065040650407,8,d1a_000089,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,89,0.06504065040650407,8,d1a_000090,2019_04_30_mlms000,0.12195121951219512,15,123
0.8130081300813008,100,90,0.06504065040650407,8,d1a_000091,2019_04_30_mlms000,0.12195121951219512,15,123
0.8048780487804879,99,91,0.06504065040650407,8,d1a_000092,2019_04_30_mlms000,0.13008130081300814,16,123
0.8048780487804879,99,92,0.06504065040650407,8,d1a_000093,2019_04_30_mlms000,0.13008130081300814,16,123
0.7967479674796748,98,93,0.06504065040650407,8,d1a_000094,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,94,0.06504065040650407,8,d1a_000095,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,95,0.06504065040650407,8,d1a_000096,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,96,0.06504065040650407,8,d1a_000097,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,97,0.06504065040650407,8,d1a_000098,2019_04_30_mlms000,0.13821138211382114,17,123
0.7804878048780488,96,98,0.07317073170731707,9,d1a_000099,2019_04_30_mlms000,0.14634146341463414,18,123
0.7804878048780488,96,99,0.07317073170731707,9,d1a_000100,2019_04_30_mlms000,0.14634146341463414,18,123
0.7886178861788617,97,100,0.06504065040650407,8,d1a_000101,2019_04_30_mlms000,0.14634146341463414,18,123
0.7967479674796748,98,101,0.06504065040650407,8,d1a_000102,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,102,0.06504065040650407,8,d1a_000103,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,103,0.06504065040650407,8,d1a_000104,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,104,0.06504065040650407,8,d1a_000105,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,105,0.06504065040650407,8,d1a_000106,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,106,0.06504065040650407,8,d1a_000107,2019_04_30_mlms000,0.13821138211382114,17,123
0.7967479674796748,98,107,0.06504065040650407,8,d1a_000108,2019_04_30_mlms000,0.13821138211382114,17,123
0.7886178861788617,97,108,0.06504065040650407,8,d1a_000109,2019_04_30_mlms000,0.14634146341463414,18,123
0.7886178861788617,97,109,0.06504065040650407,8,d1a_000110,2019_04_30_mlms000,0.14634146341463414,18,123
0.7804878048780488,96,110,0.07317073170731707,9,d1a_000111,2019_04_30_mlms000,0.14634146341463414,18,123
0.7804878048780488,96,111,0.07317073170731707,9,d1a_000112,2019_04_30_mlms000,0.14634146341463414,18,123
0.7886178861788617,97,112,0.06504065040650407,8,d1a_000113,2019_04_30_mlms000,0.14634146341463414,18,123
0.7723577235772358,95,113,0.08130081300813008,10,d1a_000114,2019_04_30_mlms000,0.14634146341463414,18,123
0.7804878048780488,96,114,0.07317073170731707,9,d1a_000115,2019_04_30_mlms000,0.14634146341463414,18,123
0.7642276422764228,94,115,0.08943089430894309,11,d1a_000116,2019_04_30_mlms000,0.14634146341463414,18,123
0.7642276422764228,94,116,0.08943089430894309,11,d1a_000117,2019_04_30_mlms000,0.14634146341463414,18,123
0.7642276422764228,94,117,0.08943089430894309,11,d1a_000118,2019_04_30_mlms000,0.14634146341463414,18,123
0.6097560975609756,75,118,0.15447154471544716,19,d1a_000119,2019_04_30_mlms000,0.23577235772357724,29,123
0.6097560975609756,75,119,0.15447154471544716,19,d1a_000120,2019_04_30_mlms000,0.23577235772357724,29,123
0.6097560975609756,75,120,0.15447154471544716,19,d1a_000121,2019_04_30_mlms000,0.23577235772357724,29,123
0.6097560975609756,75,121,0.15447154471544716,19,d1a_000122,2019_04_30_mlms000,0.23577235772357724,29,123
0.6097560975609756,75,122,0.15447154471544716,19,d1a_000123,2019_04_30_mlms000,0.23577235772357724,29,123
0.6097560975609756,75,123,0.15447154471544716,19,d1a_000124,2019_04_30_mlms000,0.23577235772357724,29,123
0.5934959349593496,73,124,0.17073170731707318,21,d1a_000125,2019_04_30_mlms000,0.23577235772357724,29,123
0.5934959349593496,73,125,0.17073170731707318,21,d1a_000126,2019_04_30_mlms000,0.23577235772357724,29,123
0.5934959349593496,73,126,0.17073170731707318,21,d1a_000127,2019_04_30_mlms000,0.23577235772357724,29,123
0.5934959349593496,73,127,0.17073170731707318,21,d1a_000128,2019_04_30_mlms000,0.23577235772357724,29,123
0.5934959349593496,73,128,0.17073170731707318,21,d1a_000129,2019_04_30_mlms000,0.23577235772357724,29,123
0.5934959349593496,73,129,0.17073170731707318,21,d1a_000130,2019_04_30_mlms000,0.23577235772357724,29,123
0.5934959349593496,73,130,0.17073170731707318,21,d1a_000131,2019_04_30_mlms000,0.23577235772357724,29,123
0.6422764227642277,79,131,0.12195121951219512,15,d1a_000132,2019_04_30_mlms000,0.23577235772357724,29,123
0.6747967479674797,83,132,0.11382113821138211,14,d1a_000133,2019_04_30_mlms000,0.21138211382113822,26,123
0.7073170731707317,87,133,0.11382113821138211,14,d1a_000134,2019_04_30_mlms000,0.17886178861788618,22,123
0.7479674796747967,92,134,0.07317073170731707,9,d1a_000135,2019_04_30_mlms000,0.17886178861788618,22,123
0.7479674796747967,92,135,0.06504065040650407,8,d1a_000136,2019_04_30_mlms000,0.18699186991869918,23,123
0.7317073170731707,90,136,0.08943089430894309,11,d1a_000137,2019_04_30_mlms000,0.17886178861788618,22,123
0.6910569105691057,85,137,0.11382113821138211,14,d1a_000138,2019_04_30_mlms000,0.1951219512195122,24,123
0.5691056910569106,70,138,0.1951219512195122,24,d1a_000139,2019_04_30_mlms000,0.23577235772357724,29,123
0.5772357723577236,71,139,0.18699186991869918,23,d1a_000140,2019_04_30_mlms000,0.23577235772357724,29,123
0.5691056910569106,70,140,0.1951219512195122,24,d1a_000141,2019_04_30_mlms000,0.23577235772357724,29,123
0.7235772357723578,89,141,0.13008130081300814,16,d1a_000142,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,142,0.13008130081300814,16,d1a_000143,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,143,0.13008130081300814,16,d1a_000144,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,144,0.13008130081300814,16,d1a_000145,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,145,0.13008130081300814,16,d1a_000146,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,146,0.13008130081300814,16,d1a_000147,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,147,0.13008130081300814,16,d1a_000148,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,148,0.13008130081300814,16,d1a_000149,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,149,0.13008130081300814,16,d1a_000150,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,150,0.13008130081300814,16,d1a_000151,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,151,0.13008130081300814,16,d1a_000152,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,152,0.13008130081300814,16,d1a_000153,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,153,0.13008130081300814,16,d1a_000154,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,154,0.13008130081300814,16,d1a_000155,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,155,0.13008130081300814,16,d1a_000156,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,156,0.13008130081300814,16,d1a_000157,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,157,0.13008130081300814,16,d1a_000158,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,158,0.13008130081300814,16,d1a_000159,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,159,0.13008130081300814,16,d1a_000160,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,160,0.13008130081300814,16,d1a_000161,2019_04_30_mlms000,0.14634146341463414,18,123
0.6260162601626016,77,161,0.13821138211382114,17,d1a_000162,2019_04_30_mlms000,0.23577235772357724,29,123
0.6747967479674797,83,162,0.13008130081300814,16,d1a_000163,2019_04_30_mlms000,0.1951219512195122,24,123
0.6747967479674797,83,163,0.13008130081300814,16,d1a_000164,2019_04_30_mlms000,0.1951219512195122,24,123
0.7073170731707317,87,164,0.13008130081300814,16,d1a_000165,2019_04_30_mlms000,0.16260162601626016,20,123
0.7154471544715447,88,165,0.13008130081300814,16,d1a_000166,2019_04_30_mlms000,0.15447154471544716,19,123
0.7073170731707317,87,166,0.13008130081300814,16,d1a_000167,2019_04_30_mlms000,0.16260162601626016,20,123
0.6991869918699187,86,167,0.08943089430894309,11,d1a_000168,2019_04_30_mlms000,0.21138211382113822,26,123
0.6910569105691057,85,168,0.08943089430894309,11,d1a_000169,2019_04_30_mlms000,0.21951219512195122,27,123
0.6910569105691057,85,169,0.08943089430894309,11,d1a_000170,2019_04_30_mlms000,0.21951219512195122,27,123
0.6910569105691057,85,170,0.07317073170731707,9,d1a_000171,2019_04_30_mlms000,0.23577235772357724,29,123
0.6829268292682927,84,171,0.08943089430894309,11,d1a_000172,2019_04_30_mlms000,0.22764227642276422,28,123
0.6829268292682927,84,172,0.08943089430894309,11,d1a_000173,2019_04_30_mlms000,0.22764227642276422,28,123
0.6829268292682927,84,173,0.12195121951219512,15,d1a_000174,2019_04_30_mlms000,0.1951219512195122,24,123
0.6829268292682927,84,174,0.12195121951219512,15,d1a_000175,2019_04_30_mlms000,0.1951219512195122,24,123
0.6910569105691057,85,175,0.13008130081300814,16,d1a_000176,2019_04_30_mlms000,0.17886178861788618,22,123
0.8455284552845529,104,176,0.06504065040650407,8,d1a_000177,2019_04_30_mlms000,0.08943089430894309,11,123
0.8455284552845529,104,177,0.06504065040650407,8,d1a_000178,2019_04_30_mlms000,0.08943089430894309,11,123
0.6585365853658537,81,178,0.13008130081300814,16,d1a_000179,2019_04_30_mlms000,0.21138211382113822,26,123
0.6585365853658537,81,179,0.13008130081300814,16,d1a_000180,2019_04_30_mlms000,0.21138211382113822,26,123
0.6341463414634146,78,180,0.13008130081300814,16,d1a_000181,2019_04_30_mlms000,0.23577235772357724,29,123
0.6341463414634146,78,181,0.13008130081300814,16,d1a_000182,2019_04_30_mlms000,0.23577235772357724,29,123
0.6341463414634146,78,182,0.13008130081300814,16,d1a_000183,2019_04_30_mlms000,0.23577235772357724,29,123
0.6260162601626016,77,183,0.13821138211382114,17,d1a_000184,2019_04_30_mlms000,0.23577235772357724,29,123
0.6260162601626016,77,184,0.13821138211382114,17,d1a_000185,2019_04_30_mlms000,0.23577235772357724,29,123
0.6178861788617886,76,185,0.14634146341463414,18,d1a_000186,2019_04_30_mlms000,0.23577235772357724,29,123
0.6178861788617886,76,186,0.14634146341463414,18,d1a_000187,2019_04_30_mlms000,0.23577235772357724,29,123
0.6422764227642277,79,187,0.12195121951219512,15,d1a_000188,2019_04_30_mlms000,0.23577235772357724,29,123
0.6666666666666666,82,188,0.10569105691056911,13,d1a_000189,2019_04_30_mlms000,0.22764227642276422,28,123
0.6666666666666666,82,189,0.10569105691056911,13,d1a_000190,2019_04_30_mlms000,0.22764227642276422,28,123
0.7073170731707317,87,190,0.11382113821138211,14,d1a_000191,2019_04_30_mlms000,0.17886178861788618,22,123
0.7235772357723578,89,191,0.0975609756097561,12,d1a_000192,2019_04_30_mlms000,0.17886178861788618,22,123
0.7154471544715447,88,192,0.10569105691056911,13,d1a_000193,2019_04_30_mlms000,0.17886178861788618,22,123
0.7154471544715447,88,193,0.10569105691056911,13,d1a_000194,2019_04_30_mlms000,0.17886178861788618,22,123
0.7154471544715447,88,194,0.08130081300813008,10,d1a_000195,2019_04_30_mlms000,0.2032520325203252,25,123
0.7723577235772358,95,195,0.08130081300813008,10,d1a_000196,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,196,0.13008130081300814,16,d1a_000197,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,197,0.13008130081300814,16,d1a_000198,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,198,0.13008130081300814,16,d1a_000199,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,199,0.13008130081300814,16,d1a_000200,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,200,0.13008130081300814,16,d1a_000201,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,201,0.13008130081300814,16,d1a_000202,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,202,0.13008130081300814,16,d1a_000203,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,203,0.13008130081300814,16,d1a_000204,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,204,0.13008130081300814,16,d1a_000205,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,205,0.13008130081300814,16,d1a_000206,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,206,0.13008130081300814,16,d1a_000207,2019_04_30_mlms000,0.14634146341463414,18,123
0.7235772357723578,89,207,0.13008130081300814,16,d1a_000208,2019_04_30_mlms000,0.14634146341463414,18,123
0.8780487804878049,108,208,0.06504065040650407,8,d1a_000209,2019_04_30_mlms000,0.056910569105691054,7,123
0.8780487804878049,108,209,0.06504065040650407,8,d1a_000210,2019_04_30_mlms000,0.056910569105691054,7,123
0.8780487804878049,108,210,0.06504065040650407,8,d1a_000211,2019_04_30_mlms000,0.056910569105691054,7,123
0.8780487804878049,108,211,0.06504065040650407,8,d1a_000212,2019_04_30_mlms000,0.056910569105691054,7,123
0.8780487804878049,108,212,0.06504065040650407,8,d1a_000213,2019_04_30_mlms000,0.056910569105691054,7,123
0.8780487804878049,108,213,0.06504065040650407,8,d1a_000214,2019_04_30_mlms000,0.056910569105691054,7,123
0.6260162601626016,77,214,0.13008130081300814,16,d1a_000215,2019_04_30_mlms000,0.24390243902439024,30,123
0.6260162601626016,77,215,0.13008130081300814,16,d1a_000216,2019_04_30_mlms000,0.24390243902439024,30,123
0.6260162601626016,77,216,0.13008130081300814,16,d1a_000217,2019_04_30_mlms000,0.24390243902439024,30,123
0.6260162601626016,77,217,0.13008130081300814,16,d1a_000218,2019_04_30_mlms000,0.24390243902439024,30,123
0.6260162601626016,77,218,0.13008130081300814,16,d1a_000219,2019_04_30_mlms000,0.24390243902439024,30,123
0.6422764227642277,79,219,0.11382113821138211,14,d1a_000220,2019_04_30_mlms000,0.24390243902439024,30,123
0.6422764227642277,79,220,0.11382113821138211,14,d1a_000221,2019_04_30_mlms000,0.24390243902439024,30,123
0.6747967479674797,83,221,0.08130081300813008,10,d1a_000222,2019_04_30_mlms000,0.24390243902439024,30,123
0.6747967479674797,83,222,0.08130081300813008,10,d1a_000223,2019_04_30_mlms000,0.24390243902439024,30,123
0.6747967479674797,83,223,0.08130081300813008,10,d1a_000224,2019_04_30_mlms000,0.24390243902439024,30,123
0.6991869918699187,86,224,0.06504065040650407,8,d1a_000225,2019_04_30_mlms000,0.23577235772357724,29,123
0.7317073170731707,90,225,0.06504065040650407,8,d1a_000226,2019_04_30_mlms000,0.2032520325203252,25,123
0.7479674796747967,92,226,0.06504065040650407,8,d1a_000227,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,227,0.06504065040650407,8,d1a_000228,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,228,0.06504065040650407,8,d1a_000229,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,229,0.06504065040650407,8,d1a_000230,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,230,0.06504065040650407,8,d1a_000231,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,231,0.06504065040650407,8,d1a_000232,2019_04_30_mlms000,0.18699186991869918,23,123
0.7479674796747967,92,232,0.06504065040650407,8,d1a_000233,2019_04_30_mlms000,0.18699186991869918,23,123
0.7398373983739838,91,233,0.06504065040650407,8,d1a_000234,2019_04_30_mlms000,0.1951219512195122,24,123
0.7317073170731707,90,234,0.06504065040650407,8,d1a_000235,2019_04_30_mlms000,0.2032520325203252,25,123
0.7317073170731707,90,235,0.06504065040650407,8,d1a_000236,2019_04_30_mlms000,0.2032520325203252,25,123
0.7317073170731707,90,236,0.06504065040650407,8,d1a_000237,2019_04_30_mlms000,0.2032520325203252,25,123
0.7317073170731707,90,237,0.06504065040650407,8,d1a_000238,2019_04_30_mlms000,0.2032520325203252,25,123
0.7235772357723578,89,238,0.06504065040650407,8,d1a_000239,2019_04_30_mlms000,0.21138211382113822,26,123
0.7235772357723578,89,239,0.06504065040650407,8,d1a_000240,2019_04_30_mlms000,0.21138211382113822,26,123
0.7235772357723578,89,240,0.06504065040650407,8,d1a_000241,2019_04_30_mlms000,0.21138211382113822,26,123
0.7235772357723578,89,241,0.06504065040650407,8,d1a_000242,2019_04_30_mlms000,0.21138211382113822,26,123
0.7154471544715447,88,242,0.06504065040650407,8,d1a_000243,2019_04_30_mlms000,0.21951219512195122,27,123
0.7154471544715447,88,243,0.06504065040650407,8,d1a_000244,2019_04_30_mlms000,0.21951219512195122,27,123
0.7073170731707317,87,244,0.06504065040650407,8,d1a_000245,2019_04_30_mlms000,0.22764227642276422,28,123
0.7073170731707317,87,245,0.06504065040650407,8,d1a_000246,2019_04_30_mlms000,0.22764227642276422,28,123
0.6747967479674797,83,246,0.08130081300813008,10,d1a_000247,2019_04_30_mlms000,0.24390243902439024,30,123
